overall,verified,reviewTime,reviewerID,asin,reviewerName,summary,unixReviewTime,vote
3.0,True,2017-02-01,A1G0HYMR02WM2W,B000YFSR5G,Cici Ciconia,Three Stars,1485907200,0
5.0,True,2017-01-23,A2BFZUQ2XV535H,B000YFSR5G,Amazon Customer,Five Stars,1485129600,0
5.0,True,2016-03-08,A3E30OLSMGJEVK,B000YFSR5G,ladybug,Hanes pants,1457395200,0
2.0,True,2015-10-26,A26TEJJ6YOGWMZ,B000YFSR5G,Henry A.,"Was not comfortable. Switched to ""Fruit of the loom""",1445817600,0
3.0,True,2015-06-11,A2J9WEIRNVTX61,B000YFSR5G,Wildcat,large with no pockets,1433980800,0
4.0,True,2015-05-24,A2UUEV4MYOJY66,B000YFSR5G,Fix-it Man,Fleece Pants,1432425600,0
5.0,True,2015-02-04,A36GNVEQP92OPA,B000YFSR5G,Peter B. Thorp,Five Stars,1423008000,0
5.0,True,2017-10-25,A232J1FHOQI5YN,B000YFSR4W,Louis Robbio,Five Stars,1508889600,0
5.0,True,2017-10-14,A2ON4RYI9Z4SQ,B000YFSR4W,Fhteacher,Good fit,1507939200,3
4.0,True,2010-07-01,A3GJ3DJU1RXOHN,B000YFSR5G,JCW,size runs big,1277942400,35
5.0,True,2017-07-30,A232J1FHOQI5YN,B000YFSR4W,Louis Robbio,Excellent Product,1501372800,0
5.0,True,2017-06-16,A1EZN3E9R322YJ,B000YFSR4W,wayne ereira,Typical Quality,1497571200,0
3.0,True,2017-04-18,A3T8NHQYBQSV1X,B000YFSR4W,Mark,Don't sweat the pants,1492473600,0
5.0,True,2017-04-13,A2NEJIX5NIH2ZZ,B000YFSR4W,jami,Five Stars,1492041600,0
3.0,True,2017-04-13,A2NEJIX5NIH2ZZ,B000YFSR4W,jami,Three Stars,1492041600,0
4.0,True,2017-04-05,A3T8NHQYBQSV1X,B000YFSR4W,Mark,Four Stars,1491350400,0
3.0,True,2017-03-24,A1G0HYMR02WM2W,B000YFSR4W,Cici Ciconia,Three Stars,1490313600,0
5.0,True,2017-03-11,A2BFZUQ2XV535H,B000YFSR4W,Amazon Customer,Five Stars,1489190400,0
2.0,True,2017-02-21,ABX2R8Q6GBTJ8,B000YFSR4W,Sammy C.,Returned also,1487635200,0
2.0,True,2017-02-21,ABX2R8Q6GBTJ8,B000YFSR4W,Sammy C.,Returned,1487635200,0
4.0,True,2017-02-21,A1Y01U6OZLZE7I,B000YFSR4W,Heather Devine,Comfy and warm.,1487635200,0
1.0,True,2017-02-08,A21HH0VIBKK80J,B000YFSR4W,Sondra McDonald,"Was terribly disappointed, the pants were way too large in ...",1486512000,0
3.0,True,2017-02-01,A1G0HYMR02WM2W,B000YFSR4W,Cici Ciconia,Three Stars,1485907200,0
5.0,True,2015-07-22,A3CNRM11BHAR1A,B0012DR1LU,DD,Five Stars,1437523200,0
5.0,True,2014-08-06,A3CNRM11BHAR1A,B0012DR1LU,DD,I love Havaianas!,1407283200,0
1.0,True,2018-02-19,A276HQXYS553QW,B0014F8TIU,AvidShopper,One Star,1518998400,0
5.0,True,2017-09-26,A3BN0MRGRDKM0J,B0014F8TIU,j.morris,Great!!! Very high!,1506384000,0
4.0,True,2015-10-31,A276HQXYS553QW,B0014F8TIU,AvidShopper,Cute but will roll,1446249600,0
4.0,True,2016-01-29,A3HX4X3TIABWOV,B0014HA6VG,Denise A. Conte,Four Stars,1454025600,0
5.0,True,2016-01-22,A3HX4X3TIABWOV,B0014HA6VG,Denise A. Conte,"Well made, soft, thick & so very colorful ...",1453420800,0
3.0,True,2015-07-12,A1Z8U8IPBLBEU5,B0017LD0BM,Seth Hanson,Three Stars,1436659200,0
2.0,True,2015-05-21,A36GNVEQP92OPA,B0017LD0BM,Peter B. Thorp,Huh,1432166400,0
4.0,True,2014-12-29,A33GD4H5O1MK6S,B0017LD0BM,phil bensinger,excellent value and quality,1419811200,0
3.0,True,2012-12-14,A12DWXDNZQTKXQ,B0017LD0BM,TDL Chicago,loose screws,1355443200,0
4.0,True,2009-12-25,A2VR6SWVSF6K4,B0017LD0BM,C. Schmitt,Good Value,1261699200,0
3.0,True,2015-07-12,A1Z8U8IPBLBEU5,B0017LGD34,Seth Hanson,Three Stars,1436659200,0
2.0,True,2015-05-21,A36GNVEQP92OPA,B0017LGD34,Peter B. Thorp,Huh,1432166400,0
4.0,True,2014-12-29,A33GD4H5O1MK6S,B0017LGD34,phil bensinger,excellent value and quality,1419811200,0
3.0,True,2012-12-14,A12DWXDNZQTKXQ,B0017LGD34,TDL Chicago,loose screws,1355443200,0
4.0,True,2009-12-25,A2VR6SWVSF6K4,B0017LGD34,C. Schmitt,Good Value,1261699200,0
4.0,True,2016-04-19,A3UMNRR89DIZRM,B001IKJOLW,Amazon Customer,Four Stars,1461024000,2
5.0,True,2016-04-18,AZRZ2FB7CFNOE,B001IKJOLW,Catherine Uribe,Five Stars,1460937600,0
3.0,True,2016-04-04,A4M7JTCBXRAT3,B001IKJOLW,Micki from FL,"LOOKS GOOD, FEELS ICKY!",1459728000,2
5.0,True,2016-03-31,A2TRI54C8EMCX,B001IKJOLW,Andrea Seo B.,Love it!! Definetly recommend it,1459382400,0
5.0,True,2016-03-28,A1WVSBL8J4ZESK,B001IKJOLW,Magu,Five Stars,1459123200,0
2.0,True,2016-03-28,A2GJUMX0CRHLIN,B001IKJOLW,Amazon Customer,Cheap,1459123200,0
4.0,True,2016-03-24,A3KAX5RZ4XH9L7,B001IKJOLW,initialkl,Pretty comfortable pair of running shoes,1458777600,0
3.0,True,2016-03-23,A2YI41MCJB2QCV,B001IKJOLW,Elizabeth Gravesen,I always get a half size up in my tennis ...,1458691200,7
5.0,True,2016-03-20,A3ONF0JD2UBP54,B001IKJOLW,Denise L Woodruff,Love them! So light feeling,1458432000,0
5.0,True,2016-03-18,A3R09ZAUTB2PUU,B001IKJOLW,ely concepcion,Five Stars,1458259200,0
5.0,True,2018-04-22,A1VH37JYIIHE3F,B001IKJOLW,Margaret,Love these shoes,1524355200,0
3.0,True,2018-04-19,AOZHQ15OKY2ZT,B001IKJOLW,Fixalot,Its not as comfortable as I was expecting,1524096000,0
5.0,True,2018-04-18,A2YZERYQTLB8NG,B001IKJOLW,Lenci,Very Comfortable,1524009600,0
5.0,True,2018-04-18,A2EGVPBTNJI3HB,B001IKJOLW,Amazon Customer,The color pattern and fit is what I liked the most what I liked the least is that ...,1524009600,0
5.0,True,2018-04-16,A1B3W4RSJ1CJEO,B001IKJOLW,Kteel717,Great shoe for the price!,1523836800,0
5.0,True,2018-04-15,A3P9DECTULU1B3,B001IKJOLW,JP,Great shoe!,1523750400,0
3.0,True,2018-04-13,A353OJ19SEMPT4,B001IKJOLW,Annette t.,Three Stars,1523577600,0
3.0,True,2018-04-09,A1CIQ2ULKB933A,B001IKJOLW,Pablo Mateo,Three Stars,1523232000,0
5.0,True,2018-04-09,A1TFZVGT6J5NYZ,B001IKJOLW,Sandra calleros,Five Stars,1523232000,0
5.0,True,2018-04-08,A2IJJUO99LXIXG,B001IKJOLW,Aline J Cone,Love these shoes,1523145600,0
5.0,True,2018-04-07,A1CKPC88NHMYGR,B001IKJOLW,Cynthia Foyer,Five Stars,1523059200,0
5.0,True,2018-04-04,A1S4O68F0UG4GA,B001IKJOLW,JAXJAG,Great cross trainer,1522800000,0
4.0,True,2018-04-03,A8C8Q1GQPYPR3,B001IKJOLW,Natasha Henry,They are comfortable for the most but just a bit narrow,1522713600,0
5.0,True,2018-04-03,A3RHNGQAZWUX01,B001IKJOLW,Masher41,staple sneakers,1522713600,0
5.0,True,2018-03-31,A2ILUTAAPPZY79,B001IKJOLW,Proud dad,Great looking shoe,1522454400,0
5.0,True,2018-03-28,A21PLUMLST80EK,B001IKJOLW,The Lucky One,Great shoes.,1522195200,0
3.0,True,2018-03-27,A1R9CFF27RIALC,B001IKJOLW,Danielle,"Style 10/10, Comfort 3/10",1522108800,0
5.0,True,2018-03-22,A3KKVVAINMZF9D,B001IKJOLW,Nadege Marcellus,these shoes are great! Very lightweight and fits comfortably on my feet ...,1521676800,0
5.0,True,2018-03-22,AHQZL3LSIR57E,B001IKJOLW,Donna Rische,Great shoes. Fit perfectly,1521676800,0
5.0,True,2018-03-21,A36UF843501J4Y,B001IKJOLW,Alisha K. Casey,Five Stars,1521590400,0
5.0,True,2018-03-20,AJ74ZOS1UKOBA,B001IKJOLW,keith jones,Perfect. Lightweight and comfortable all day,1521504000,0
5.0,True,2018-03-19,A3UTTXFSBNV2V7,B001IKJOLW,Mary,My knees feel better so so hard so good,1521417600,0
5.0,True,2018-03-19,A2QPBIA0HKEL96,B001IKJOLW,kristin,Five Stars,1521417600,0
4.0,True,2018-03-17,AHXQ0PAMEKC0P,B001IKJOLW,ALH,"Comfortable, lightweight Xtrainer",1521244800,0
5.0,True,2018-03-13,A2P6I9PGAVEW6E,B001IKJOLW,kathleen Malcomb,Great shoe!,1520899200,0
1.0,True,2018-03-11,A6CXK8NXD50R2,B001IKJOLW,MMB,Returned...looked cheap,1520726400,0
5.0,True,2018-03-05,A39943Z2419XIU,B001IKJOLW,Amazon Customer,Fits to size,1520208000,0
5.0,True,2018-03-02,A2RZ3T3ECENTMO,B001IKJOLW,Jo,Very comfortable shoes. This is my second pair of this ...,1519948800,0
5.0,True,2018-02-28,A16BGUHQH20CIP,B001IKJOLW,Van G,Sleek and sporty,1519776000,0
5.0,True,2018-02-27,A3O3KF45YVTOGY,B001IKJOLW,Amazon Customer,I love the shoes and the description and photos were accurate,1519689600,0
5.0,True,2018-02-27,A3TLWN2BRF1QH5,B001IKJOLW,Brittany C.,Great fit!,1519689600,0
5.0,True,2018-02-27,A2ZGEESHHGFZKL,B001IKJOLW,Janelle Drenowatz,Lightweight,1519689600,0
1.0,True,2018-02-25,AUE82PKEUMKZB,B001IKJOLW,NAME_NOT_RETURNED,Squeaky soles,1519516800,0
2.0,True,2018-02-25,A2UVALXRJ35D1A,B001IKJOLW,Amazon Customer,Two Stars,1519516800,0
5.0,True,2018-02-21,A3E05IUHHCTRJC,B001IKJOLW,Sahar Mahboob,Comfortable and,1519171200,0
5.0,True,2018-02-20,A3RNGBSBRJ3YAQ,B001IKJOLW,Andrea L Hogan,Their Cute and Pink,1519084800,0
5.0,True,2018-02-14,A13W5DGU9QF721,B001IKJOLW,Marjorie J. Moore,Five Stars,1518566400,0
5.0,True,2018-02-14,A2QRWCN5YR05G9,B001IKJOLW,Amazon Customer,Smooth and confortable.,1518566400,0
5.0,True,2018-02-12,A2UALK0MY7S3C2,B001IKJOLW,salina,Five Stars,1518393600,0
5.0,True,2018-02-01,A5JF4EQ9MQC78,B001IKJOLW,Rosalyn Russell,decent arch support and comfortably to wear all day doing regular activity and sprinting,1517443200,0
5.0,True,2018-02-01,A3VGHF7VNFBMCQ,B001IKJOLW,sporting road,Five Stars,1517443200,0
5.0,True,2018-01-29,A13JGYKUU10QKH,B001IKJOLW,jled,Good shoes,1517184000,0
4.0,True,2018-01-25,ATHL3S7ZD436V,B001IKJOLW,Joanna D,Good shoes,1516838400,0
5.0,True,2018-01-18,A36T5MSMYI9F3C,B001IKJOLW,Lee Berrey,Five Stars,1516233600,0
5.0,True,2018-01-11,ACZAPPQ95QM86,B001IKJOLW,Shannon Youngblood,Five Stars,1515628800,0
1.0,True,2018-01-10,A23TE15JI8Q2YQ,B001IKJOLW,sonia,One Star,1515542400,0
5.0,True,2018-01-10,AC5PPX3XLCZN1,B001IKJOLW,G.K. Hyder,Glad I read the reviews and ordered a half size ...,1515542400,2
3.0,True,2018-01-09,A3U0BBRU2Q85LE,B001IKJOLW,Alix gray,Not in perfect condition,1515456000,0
5.0,True,2018-01-08,A174EEWMHB3J8N,B001IKJOLW,sneakerlover,"Very comfortable, cute, and long-lasting",1515369600,0
5.0,True,2018-01-08,A1VXFXHDY4SRI5,B001IKJOLW,Trl,"Super light-weight, nice tread and arch support - love them so far!",1515369600,0
5.0,True,2018-01-07,A1FQAVH5JBSV6A,B001IKJOLW,Renata,Five Stars,1515283200,0
5.0,True,2017-12-29,A2GBBOXDACUA6,B001IKJOLW,Amazon Customer,My wife loves these shoes. We have both been ...,1514505600,0
5.0,True,2017-12-28,A2LZMWZ1CM4PF3,B001IKJOLW,Kitten,New Favorite Shoes,1514419200,0
2.0,True,2017-12-17,A1UVWOQTPDSYGY,B001IKJOLW,Heather,Foam compresses,1513468800,0
5.0,True,2017-12-17,A18530DRJJ0QAF,B001IKJOLW,Phyllis Cecilia McCray,Five Stars,1513468800,0
3.0,True,2017-12-05,A2LSGH30A8AN2Y,B001IKJOLW,Karen Andrews,I usually wear a 9 but could have easily ordered a 8,1512432000,0
5.0,True,2017-12-05,A1LKTJ6HKH077C,B001IKJOLW,m.e,Five Stars,1512432000,0
5.0,True,2017-12-04,A1DX2WRQ2ZHAEK,B001IKJOLW,Amazon Customer,Five Stars,1512345600,0
5.0,True,2017-11-30,A2PWOO618R3IKJ,B001IKJOLW,Faith Harrison,Five Stars,1512000000,0
3.0,True,2017-11-30,AERFS3FMQJJ9L,B001IKJOLW,Amazon Customer,Fits snug,1512000000,0
3.0,True,2017-11-28,A22FYN2DKXSWS0,B001IKJOLW,APrime Tower,"Not sure why, but my mid section of my ...",1511827200,0
4.0,True,2017-11-28,A22WH1BPQH7XJD,B001IKJOLW,Priscilla Wallace ,Love,1511827200,0
5.0,True,2017-11-27,A3OP70LPLALBKN,B001IKJOLW,Chelsea,Five Stars,1511740800,0
1.0,True,2017-11-19,A1BN6I0B2OF7WB,B001IKJOLW,goldenhikergirl,TOO NARROW!,1511049600,0
5.0,True,2017-11-14,A2PYQN4T4LV0NP,B001IKJOLW,Brittany,Consider sizing down 1 size,1510617600,0
4.0,True,2017-11-11,A14LN0R1PQA5WI,B001IKJOLW,Robin,Seem to Run Big,1510358400,0
5.0,True,2017-11-10,A35U6TP5276HMD,B001IKJOLW,LORNA DOUGLAS,Five Stars,1510272000,0
5.0,True,2017-11-09,AKZNLII88A0KO,B001IKJOLW,Amazon Customer,Perfect for trails,1510185600,0
4.0,True,2017-11-07,A3PZ1TJ71WPLXV,B001IKJOLW,Mellany Upshaw,Four Stars,1510012800,0
2.0,True,2017-11-05,A3M69Q5SNV7U0X,B001IKJOLW,Amazon Customer,"Zumba) - and really wanted to like them, since I loved the color and the ...",1509840000,6
5.0,True,2017-11-04,A2GOOFFNUI20XI,B001IKJOLW,Jerry Holley,Five Stars,1509753600,0
3.0,True,2017-11-04,A10Z8PKPUJ7YHO,B001IKJOLW,Pen Name,Three Stars,1509753600,0
4.0,True,2017-11-03,AHFAVT1MUB29W,B001IKJOLW,Diego,Size problem,1509667200,0
5.0,True,2017-11-02,A10X6EMVZGVX9E,B001IKJOLW,vanessa nix,Five Stars,1509580800,0
4.0,True,2017-10-31,A3JPU96NVWGUF5,B001IKJOLW,AnonymousBeaver,"True to size, would recommend",1509408000,0
5.0,True,2017-10-29,A2620Z0QR2OFYC,B001IKJOLW,matt,Best birthday present,1509235200,0
5.0,True,2017-10-26,A312BTXKFHK927,B001IKJOLW,D. Bonnet,Purchased these for my wife as she has a similar ...,1508976000,0
5.0,True,2017-10-26,A30HFZ2FW8CQBI,B001IKJOLW,Mecala Fitzpatrick,I have pretty high arches and my calves always hurt at the ...,1508976000,0
5.0,True,2017-10-25,AF70T61UO8MCD,B001IKJOLW,Deb Lyon,Five Stars,1508889600,0
5.0,True,2017-10-24,AJX8JEGB4Z8AI,B001IKJOLW,Charla McDaniel,Five Stars,1508803200,0
5.0,True,2017-10-22,A2HMEEX4K9UX81,B001IKJOLW,Kerry,Five Stars,1508630400,0
3.0,True,2017-10-18,AKG96VVJ8XANP,B001IKJOLW,Sonia Dietrich,They are really light and not as sturdy as what I was looking for but over all ...,1508284800,0
5.0,True,2017-10-13,A34LYR4FWZ77CA,B001IKJOLW,Amazon Customer,Five Stars,1507852800,0
3.0,True,2017-10-10,A2M3ZNLCYPZ5A1,B001IKJOLW,Luba Capps,l always buy Nike shoes and been happy so far,1507593600,0
5.0,True,2017-10-03,AQAY0P6DQAWDL,B001IKJOLW,Ashley Files,Honestly Fantastic Shoes,1506988800,0
5.0,True,2017-10-02,A246RG8KSPK5XS,B001IKJOLW,Amazon Customer,Absolutely love these shoes and color,1506902400,0
5.0,True,2017-09-27,A2JCYVQLKWULGM,B001IKJOLW,Manda Lynn,Five Stars,1506470400,0
5.0,True,2017-09-27,A1EF7YWCNN7E9K,B001IKJOLW,Kelly M,Nike runs small,1506470400,0
5.0,True,2017-09-26,AQWZQKD0N851T,B001IKJOLW,Birger B.,Five Stars,1506384000,0
5.0,True,2017-09-25,A3V6I3EA3X3SCE,B001IKJOLW,M Corrie,Five Stars,1506297600,0
5.0,True,2017-09-20,AGT48Z76ZQSQU,B001IKJOLW,Amazon Customer,Very Happy Customer,1505865600,0
5.0,True,2017-09-18,A2W3B4YHP3HZ9R,B001IKJOLW,judy laurel,and very comfortable.,1505692800,0
5.0,True,2017-09-16,AGVYFU0PR5IWV,B001IKJOLW,Amazon Customer,nice sneakers. Fit as expected,1505520000,0
5.0,True,2017-09-14,A2SU06VTWMFP7C,B001IKJOLW,ange edmounds harrison,5 stars,1505347200,0
5.0,True,2017-09-13,AVZB7UFLT6VD,B001IKJOLW,Robbin,Five Stars,1505260800,0
5.0,True,2017-09-10,ANPPQ1G3RP88H,B001IKJOLW,Amazon Customer,Five Stars,1505001600,0
5.0,True,2017-09-07,ABONZZSS8YG3K,B001IKJOLW,Delores Williams,These shoes fit like a glove,1504742400,0
5.0,True,2017-09-05,A2T8BWOO7BFBWY,B001IKJOLW,vera alster,Five Stars,1504569600,0
5.0,True,2017-09-04,A1NTI9B7VY30JM,B001IKJOLW,lezanaz,Five Stars,1504483200,0
4.0,True,2017-08-29,AM9TTLTT6DR1W,B001IKJOLW,Karen VanFossen,Nike always makes a good shoe.,1503964800,0
1.0,True,2017-08-29,AP8CWOZ30P4GH,B001IKJOLW,Marie,One Star,1503964800,0
5.0,True,2017-08-29,A2ORP5RT8NQ0Q7,B001IKJOLW,Jackie Carola,Five Stars,1503964800,0
5.0,True,2017-08-27,A5Z3UGOPDBJPW,B001IKJOLW,Carol, Shoes,1503792000,0
4.0,True,2017-08-24,A2GWLCDWM7V59I,B001IKJOLW,Carol G,Love these shoes,1503532800,0
1.0,True,2017-08-24,A2XUQXG9J9SRTG,B001IKJOLW,JMH515,I loved these shoes,1503532800,0
5.0,True,2017-08-21,A2R0RL0TF6E9VC,B001IKJOLW,SadDad,perfect,1503273600,0
5.0,True,2017-08-20,AB29N6EMOFEVW,B001IKJOLW,dan h.,Five Stars,1503187200,0
3.0,True,2017-08-17,A2Y2IKO63FNHQE,B001IKJOLW,Sandie,found a Ryka pair I liked,1502928000,0
5.0,True,2017-08-17,A1OK7HI3YI9682,B001IKJOLW,Mel B,Five Stars,1502928000,0
5.0,True,2017-08-15,A39U1R8S96YIR4,B001IKJOLW,Amazon Customer,Five Stars,1502755200,0
5.0,True,2017-08-14,A1Z37N7XE7FRD2,B001IKJOLW,gi,the best sneakers by far,1502668800,0
5.0,True,2017-08-12,A3LGYYLGO2KJOE,B001IKJOLW,Bree,Classically comfortable and durable,1502496000,0
4.0,True,2017-08-11,A1J3XYI0M1D0LW,B001IKJOLW,ellen,Four Stars,1502409600,0
3.0,True,2017-08-08,A9KR8PT0Z47CL,B001IKJOLW,Chandler F,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,1502150400,0
5.0,True,2017-08-08,A1AUEUD7NP1LUC,B001IKJOLW,Flip Flop Life,Five Stars,1502150400,0
5.0,True,2017-08-07,A177WB7O660HS8,B001IKJOLW,shannon Donaldson,Five Stars,1502064000,0
5.0,True,2017-08-04,A38BS1VCQ4XSGV,B001IKJOLW,ptovar,Love the color and fit,1501804800,0
3.0,True,2017-08-02,A38X15IJFAPHZP,B001IKJOLW,Anonymous,OK,1501632000,0
5.0,True,2017-07-20,A1OFFB5DLIHH41,B001IKJOLW,Amazon Customer,Great fit!,1500508800,0
5.0,True,2017-07-18,A1PFKS00R93MRZ,B001IKJOLW,Rakesh Duneja,Very satisfied with the seller - delivered on time,1500336000,0
4.0,True,2017-07-18,A23H50RT6SLXY9,B001IKJOLW,Edle Liljeblad,Four Stars,1500336000,0
5.0,True,2017-07-18,APWLFTPOXQCCG,B001IKJOLW,Andrea T.,Comfortable shoe for both workout sessions and walking,1500336000,0
5.0,True,2017-07-18,AN5PL4KUZS35E,B001IKJOLW,Dilly Anderson,Five Stars,1500336000,0
5.0,True,2017-07-18,A37EEIAK5YJGTS,B001IKJOLW,myrtlyn Allen Skeeling,Five Stars,1500336000,0
5.0,True,2017-07-18,A87LWEOT3ZJU7,B001IKJOLW,Amazon Customer,These are the best shoes I have ever use for my workouts,1500336000,0
5.0,True,2017-07-18,A1LCV2UNXGHB0W,B001IKJOLW,luvtoshop,I love these shoes,1500336000,0
5.0,True,2017-07-15,A3O0UBMD8CSF1V,B001IKJOLW,Jennifer S. Flack,Five Stars,1500076800,0
3.0,True,2017-07-15,A184AKBVD3WI86,B001IKJOLW,Elke,Low cut heels,1500076800,0
5.0,True,2017-07-09,A3I0ZDRING4F8W,B001IKJOLW,S,Perfect,1499558400,0
5.0,True,2017-07-08,AXZ02W7FMBC35,B001IKJOLW,Bill Ellenwood II,Exactly what I wanted,1499472000,0
4.0,True,2017-07-07,A29K85C92Z8HGR,B001IKJOLW,MET,Light shoes,1499385600,0
3.0,False,2017-07-01,AE6W48FPMKO4L,B001IKJOLW,PineTree,Good indoor training shoes,1498867200,0
5.0,True,2017-06-30,AKY3EYDEZVW6C,B001IKJOLW,AmazonAbuser,So Perf.,1498780800,0
5.0,True,2017-06-28,A1GQ2TRY8J631M,B001IKJOLW,K,Five Stars,1498608000,0
5.0,True,2017-06-26,A21M1G84SE8SOO,B001IKJOLW,Pat Chavez,Five Stars,1498435200,0
5.0,True,2017-06-21,AU2OMN6TEN4GA,B001IKJOLW,Amazon Customer,Great work out shoe,1498003200,0
5.0,True,2017-06-20,A2PJ5F6BY1TZNK,B001IKJOLW,Jennifer,I love these shoes so much that I reordered another pair ...,1497916800,0
5.0,True,2017-06-20,A3B23RZXRXYT9Q,B001IKJOLW,Babsly ,"Comfortable, light weight, nice.",1497916800,0
4.0,True,2017-06-19,A3JTZ664IGZIOK,B001IKJOLW,Aprildiver,Four Stars,1497830400,0
5.0,True,2017-06-19,A2JOUOASELY1XR,B001IKJOLW,R. Petersen,I feel like this pair of shoes was made for my feet,1497830400,0
5.0,True,2017-06-19,ADTQ22MUSQFIR,B001IKJOLW,Amazon Customer,Awesome shoes!!!,1497830400,0
3.0,True,2017-06-16,A1OM5S4Z9J2JQQ,B001IKJOLW,Hassnaa,Just wasn't what i was looking for,1497571200,0
5.0,True,2017-06-15,AXJZFD1IUBAE7,B001IKJOLW,Joanna Lyn,"So comfortable, I don't even feel like I have a ...",1497484800,0
5.0,True,2017-06-15,A3UO0DDWXIJ8DW,B001IKJOLW,Dawn Houston,Five Stars,1497484800,0
5.0,True,2017-06-14,A4GR8SDFRBSDV,B001IKJOLW,Amazon Customer,Five Stars,1497398400,0
5.0,True,2017-06-13,A29ACU3O9IMICZ,B001IKJOLW,SWS,Five Stars,1497312000,0
5.0,True,2017-06-08,A9C9408H23DRM,B001IKJOLW,Nena,Five Stars,1496880000,0
